city,year,house_price
通化,2009,10799
通化,2010,12037
通化,2011,12608
通化,2012,12483
通化,2013,13136
通化,2014,12098
通化,2015,12142
通化,2016,15056
通化,2017,17998
通化,2018,18583
通化,2019,18594
通化,2020,18561
通化,2021,19732
通化,2022,17503
通化,2023,14966
通化,2024,13198
通辽,2005,5478
通辽,2006,5744
通辽,2007,6841
通辽,2008,5797
通辽,2009,6194
通辽,2010,6321
通辽,2011,6166
通辽,2012,6560
通辽,2013,7784
通辽,2014,7613
通辽,2015,7756
通辽,2016,9637
通辽,2017,11118
通辽,2018,11807
通辽,2019,12257
通辽,2020,12917
通辽,2021,13316
通辽,2022,11816
通辽,2023,11270
通辽,2024,11871
遵义,2005,3458
遵义,2006,3855
遵义,2007,4836
遵义,2008,4754
遵义,2009,5573
遵义,2010,6601
遵义,2011,7275
遵义,2012,7765
遵义,2013,8654
遵义,2014,7909
遵义,2015,7560
遵义,2016,8456
遵义,2017,8939
遵义,2018,9817
遵义,2019,10648
遵义,2020,11437
遵义,2021,12505
遵义,2022,11525
遵义,2023,10811
遵义,2024,10269
邢台,2005,3561
邢台,2006,4513
邢台,2007,6149
邢台,2008,5873
邢台,2009,6510
邢台,2010,7132
邢台,2011,7596
邢台,2012,7722
邢台,2013,8381
邢台,2014,7953
邢台,2015,7561
邢台,2016,9410
邢台,2017,10820
邢台,2018,11422
邢台,2019,13403
邢台,2020,14946
邢台,2021,15162
邢台,2022,13361
邢台,2023,12594
邢台,2024,12926
邯郸,2005,3515
邯郸,2006,4000
邯郸,2007,5022
邯郸,2008,4829
邯郸,2009,5782
邯郸,2010,6524
邯郸,2011,7146
邯郸,2012,7545
邯郸,2013,9195
邯郸,2014,8751
邯郸,2015,8867
邯郸,2016,11059
邯郸,2017,12522
邯郸,2018,13152
邯郸,2019,13978
邯郸,2020,14332
邯郸,2021,15652
邯郸,2022,14640
邯郸,2023,13341
邯郸,2024,12161
邵阳,2005,4906
邵阳,2006,5670
邵阳,2007,7034
邵阳,2008,6541
邵阳,2009,7471
邵阳,2010,8404
邵阳,2011,8205
邵阳,2012,8454
邵阳,2013,9430
邵阳,2014,9118
邵阳,2015,9151
邵阳,2016,10979
邵阳,2017,12417
邵阳,2018,13218
邵阳,2019,13693
邵阳,2020,13879
邵阳,2021,13282
邵阳,2022,11336
邵阳,2023,10293
邵阳,2024,9914
郑州,2005,2400
郑州,2006,2913
郑州,2007,3751
郑州,2008,3785
郑州,2009,4753
郑州,2010,5643
郑州,2011,6087
郑州,2012,6144
郑州,2013,6680
郑州,2014,6387
郑州,2015,6324
郑州,2016,7485
郑州,2017,8670
郑州,2018,9948
郑州,2019,10826
郑州,2020,10793
郑州,2021,10999
郑州,2022,10380
郑州,2023,10654
郑州,2024,9668
郴州,2005,5116
郴州,2006,5603
郴州,2007,6967
郴州,2008,6662
郴州,2009,8422
郴州,2010,9717
郴州,2011,10301
郴州,2012,10675
郴州,2013,11495
郴州,2014,10889
郴州,2015,10247
郴州,2016,12004
郴州,2017,13538
郴州,2018,13636
郴州,2019,14447
郴州,2020,14677
郴州,2021,14005
郴州,2022,14031
郴州,2023,12717
郴州,2024,12079
鄂尔多斯,2005,4849
鄂尔多斯,2006,5840
鄂尔多斯,2007,7860
鄂尔多斯,2008,7593
鄂尔多斯,2009,9575
鄂尔多斯,2010,11284
鄂尔多斯,2011,12587
鄂尔多斯,2012,12556
鄂尔多斯,2013,12513
鄂尔多斯,2014,11645
鄂尔多斯,2015,11836
鄂尔多斯,2016,14321
鄂尔多斯,2017,15796
鄂尔多斯,2018,16647
鄂尔多斯,2019,16876
鄂尔多斯,2020,17413
鄂尔多斯,2021,16779
鄂尔多斯,2022,14965
鄂尔多斯,2023,13356
鄂尔多斯,2024,12845
鄂州,2005,5573
鄂州,2006,5610
鄂州,2007,6214
鄂州,2008,5587
鄂州,2009,6200
鄂州,2010,7189
鄂州,2011,7786
鄂州,2012,8114
鄂州,2013,9003
鄂州,2014,8411
鄂州,2015,8226
鄂州,2016,9994
鄂州,2017,11713
鄂州,2018,11699
鄂州,2019,12153
鄂州,2020,12407
鄂州,2021,13556
鄂州,2022,11906
鄂州,2023,10527
鄂州,2024,9660
酒泉,2005,5668
酒泉,2006,6443
酒泉,2007,8021
酒泉,2008,7608
酒泉,2009,8998
酒泉,2010,10404
酒泉,2011,11411
酒泉,2012,10937
酒泉,2013,11147
酒泉,2014,9545
酒泉,2015,8865
酒泉,2016,10460
酒泉,2017,11895
酒泉,2018,12764
酒泉,2019,14048
酒泉,2020,14683
酒泉,2021,14551
酒泉,2022,12834
酒泉,2023,11215
酒泉,2024,9824
重庆,2005,2500
重庆,2006,2918
重庆,2007,3559
重庆,2008,3469
重庆,2009,3974
重庆,2010,4451
重庆,2011,4584
重庆,2012,4718
重庆,2013,5092
重庆,2014,4531
重庆,2015,4292
重庆,2016,5354
重庆,2017,6362
重庆,2018,7280
重庆,2019,8896
重庆,2020,10234
重庆,2021,11103
重庆,2022,11402
重庆,2023,11648
重庆,2024,11579
金华,2005,3970
金华,2006,4698
金华,2007,6226
金华,2008,6008
金华,2009,7441
金华,2010,8517
金华,2011,9380
金华,2012,9606
金华,2013,11015
金华,2014,10252
金华,2015,10327
金华,2016,11923
金华,2017,13536
金华,2018,14534
金华,2019,14853
金华,2020,15057
金华,2021,14772
金华,2022,14348
金华,2023,13210
金华,2024,12399
钦州,2005,4742
钦州,2006,5327
钦州,2007,6690
钦州,2008,6432
钦州,2009,8017
钦州,2010,9254
钦州,2011,10519
钦州,2012,10294
钦州,2013,10052
钦州,2014,8631
钦州,2015,8156
钦州,2016,10536
钦州,2017,11553
钦州,2018,13064
钦州,2019,14471
钦州,2020,15125
钦州,2021,14639
钦州,2022,13030
钦州,2023,12080
钦州,2024,11336
铜仁,2005,5272
铜仁,2006,5764
铜仁,2007,6710
铜仁,2008,6558
铜仁,2009,8196
铜仁,2010,9173
铜仁,2011,9851
铜仁,2012,11207
铜仁,2013,13418
铜仁,2014,12744
铜仁,2015,12626
铜仁,2016,15153
铜仁,2017,16299
铜仁,2018,17303
铜仁,2019,18494
铜仁,2020,18623
铜仁,2021,19213
铜仁,2022,17436
铜仁,2023,15102
铜仁,2024,14175
铜陵,2005,5704
铜陵,2006,6507
铜陵,2007,8083
铜陵,2008,7728
铜陵,2009,8910
铜陵,2010,10632
铜陵,2011,11597
铜陵,2012,12195
铜陵,2013,13863
铜陵,2014,12924
铜陵,2015,12244
铜陵,2016,13551
铜陵,2017,13808
铜陵,2018,13651
铜陵,2019,14377
铜陵,2020,14852
铜陵,2021,15808
铜陵,2022,14973
铜陵,2023,14023
铜陵,2024,14028
银川,2005,5762
银川,2006,6500
银川,2007,7420
银川,2008,7041
银川,2009,7927
银川,2010,8714
银川,2011,9014
银川,2012,8256
银川,2013,9076
银川,2014,8086
银川,2015,7814
银川,2016,8716
银川,2017,9950
银川,2018,10210
银川,2019,10620
银川,2020,10980
银川,2021,11323
银川,2022,10283
银川,2023,10013
银川,2024,9987
锦州,2005,6101
锦州,2006,6567
锦州,2007,8036
锦州,2008,7455
锦州,2009,8385
锦州,2010,9195
锦州,2011,10018
锦州,2012,10703
锦州,2013,11875
锦州,2014,11727
锦州,2015,12195
锦州,2016,14669
锦州,2017,15793
锦州,2018,16787
锦州,2019,18136
锦州,2020,19120
锦州,2021,18856
锦州,2022,16155
锦州,2023,14593
锦州,2024,13996
镇江,2005,5430
镇江,2006,5835
镇江,2007,7128
镇江,2008,6455
镇江,2009,7697
镇江,2010,8577
镇江,2011,8785
镇江,2012,8261
镇江,2013,8498
镇江,2014,7507
镇江,2015,7677
镇江,2016,8652
镇江,2017,9381
镇江,2018,9538
镇江,2019,10262
镇江,2020,11340
镇江,2021,11475
镇江,2022,11023
镇江,2023,10494
镇江,2024,10959
长春,2005,2300
长春,2006,2928
长春,2007,3726
长春,2008,3678
长春,2009,4126
长春,2010,4725
长春,2011,4788
长春,2012,4873
长春,2013,5660
长春,2014,5341
长春,2015,5295
长春,2016,7091
长春,2017,8508
长春,2018,9351
长春,2019,11180
长春,2020,12518
长春,2021,13733
长春,2022,12680
长春,2023,12177
长春,2024,12418
长沙,2005,2600
长沙,2006,3200
长沙,2007,4047
长沙,2008,3944
长沙,2009,4754
长沙,2010,5006
长沙,2011,5111
长沙,2012,4997
长沙,2013,5500
长沙,2014,5223
长沙,2015,5278
长沙,2016,6655
长沙,2017,7937
长沙,2018,8780
长沙,2019,9424
长沙,2020,10617
长沙,2021,11851
长沙,2022,10837
长沙,2023,10129
长沙,2024,9787
长治,2005,5743
长治,2006,6251
长治,2007,7818
长治,2008,7269
长治,2009,8696
长治,2010,10260
长治,2011,10547
长治,2012,10958
长治,2013,11908
长治,2014,10406
长治,2015,9654
长治,2016,11878
长治,2017,14200
长治,2018,14468
长治,2019,16585
长治,2020,17301
长治,2021,16724
长治,2022,14852
长治,2023,14058
长治,2024,13379
阜阳,2005,4009
阜阳,2006,4765
阜阳,2007,6434
阜阳,2008,6325
阜阳,2009,7136
阜阳,2010,7430
阜阳,2011,7604
阜阳,2012,7734
阜阳,2013,8414
阜阳,2014,7868
阜阳,2015,7746
阜阳,2016,10083
阜阳,2017,12333
阜阳,2018,13431
阜阳,2019,15237
阜阳,2020,15692
阜阳,2021,16548
阜阳,2022,14950
阜阳,2023,13687
阜阳,2024,13325
阳江,2005,5724
阳江,2006,6146
阳江,2007,7075
阳江,2008,6668
阳江,2009,7513
阳江,2010,8268
阳江,2011,9384
阳江,2012,9384
阳江,2013,10753
阳江,2014,10489
阳江,2015,10326
阳江,2016,11787
阳江,2017,13569
阳江,2018,14155
阳江,2019,15079
阳江,2020,15101
阳江,2021,14936
阳江,2022,13213
阳江,2023,11869
阳江,2024,11810
阳泉,2005,5940
阳泉,2006,7163
阳泉,2007,9761
阳泉,2008,9922
阳泉,2009,12546
阳泉,2010,15551
阳泉,2011,16717
阳泉,2012,16228
阳泉,2013,17076
阳泉,2014,14597
阳泉,2015,12683
阳泉,2016,13988
阳泉,2017,14871
阳泉,2018,14975
阳泉,2019,16318
阳泉,2020,17895
阳泉,2021,18006
阳泉,2022,16499
阳泉,2023,14698
阳泉,2024,13285
阿拉善,2005,6035
阿拉善,2006,6932
阿拉善,2007,8746
阿拉善,2008,8430
阿拉善,2009,9178
阿拉善,2010,8973
阿拉善,2011,9028
阿拉善,2012,9129
阿拉善,2013,9166
阿拉善,2014,8655
阿拉善,2015,8374
阿拉善,2016,9208
阿拉善,2017,9669
阿拉善,2018,10265
阿拉善,2019,11123
阿拉善,2020,11275
阿拉善,2021,11786
阿拉善,2022,11141
阿拉善,2023,10779
阿拉善,2024,10461
雅安,2005,5527
雅安,2006,6501
雅安,2007,8614
雅安,2008,8979
雅安,2009,10696
雅安,2010,11740
雅安,2011,12266
雅安,2012,12291
雅安,2013,12270
雅安,2014,10784
雅安,2015,10601
雅安,2016,12520
雅安,2017,14733
雅安,2018,16093
雅安,2019,16102
雅安,2020,16019
雅安,2021,16276
雅安,2022,14024
雅安,2023,12266
雅安,2024,11140
青岛,2005,3200
青岛,2006,3754
青岛,2007,5040
青岛,2008,5603
青岛,2009,7219
青岛,2010,8601
青岛,2011,9878
青岛,2012,10609
青岛,2013,12193
青岛,2014,12125
青岛,2015,13011
青岛,2016,16203
青岛,2017,19807
青岛,2018,20992
青岛,2019,21916
青岛,2020,23138
青岛,2021,23625
青岛,2022,23227
青岛,2023,23167
青岛,2024,23982
鞍山,2005,4951
鞍山,2006,5832
鞍山,2007,7059
鞍山,2008,7018
鞍山,2009,7890
鞍山,2010,8503
鞍山,2011,8542
鞍山,2012,8459
鞍山,2013,9065
鞍山,2014,7757
鞍山,2015,7333
鞍山,2016,9061
鞍山,2017,10707
鞍山,2018,12161
鞍山,2019,13602
鞍山,2020,14583
鞍山,2021,15037
鞍山,2022,14405
鞍山,2023,13735
鞍山,2024,12602
韶关,2005,6083
韶关,2006,6882
韶关,2007,8157
韶关,2008,7572
韶关,2009,8459
韶关,2010,9094
韶关,2011,9690
韶关,2012,10011
韶关,2013,11684
韶关,2014,10872
韶关,2015,10649
韶关,2016,12056
韶关,2017,12842
韶关,2018,12500
韶关,2019,13974
韶关,2020,15253
韶关,2021,15328
韶关,2022,14091
韶关,2023,13341
韶关,2024,12529
香港,2005,20310
香港,2006,23268
香港,2007,32226
香港,2008,34123
香港,2009,45855
香港,2010,61530
香港,2011,77219
香港,2012,87044
香港,2013,98058
香港,2014,91052
香港,2015,86868
香港,2016,108450
香港,2017,133544
香港,2018,142460
香港,2019,163395
香港,2020,176030
香港,2021,183699
香港,2022,171730
香港,2023,163507
香港,2024,165000
马鞍山,2005,5246
马鞍山,2006,5789
马鞍山,2007,7120
马鞍山,2008,6905
马鞍山,2009,8059
马鞍山,2010,9177
马鞍山,2011,9358
马鞍山,2012,8854
马鞍山,2013,9689
马鞍山,2014,8481
马鞍山,2015,8020
马鞍山,2016,9435
马鞍山,2017,10688
马鞍山,2018,11452
马鞍山,2019,12270
马鞍山,2020,12116
马鞍山,2021,11641
马鞍山,2022,10241
马鞍山,2023,9652
马鞍山,2024,9093
驻马店,2005,3399
驻马店,2006,3934
驻马店,2007,5129
驻马店,2008,4702
驻马店,2009,5370
驻马店,2010,6246
驻马店,2011,6723
驻马店,2012,6729
驻马店,2013,7540
驻马店,2014,7317
驻马店,2015,7210
驻马店,2016,8498
驻马店,2017,9689
驻马店,2018,10261
驻马店,2019,11835
驻马店,2020,13027
驻马店,2021,13084
驻马店,2022,12667
驻马店,2023,11922
驻马店,2024,11617
鸡西,2005,5860
鸡西,2006,6866
鸡西,2007,8783
鸡西,2008,8358
鸡西,2009,9657
鸡西,2010,10275
鸡西,2011,10579
鸡西,2012,11189
鸡西,2013,12262
鸡西,2014,11508
鸡西,2015,10959
鸡西,2016,13563
鸡西,2017,16698
鸡西,2018,17894
鸡西,2019,19020
鸡西,2020,20358
鸡西,2021,19905
鸡西,2022,17585
鸡西,2023,15096
鸡西,2024,13071
鹤壁,2005,5873
鹤壁,2006,6350
鹤壁,2007,7918
鹤壁,2008,7639
鹤壁,2009,8893
鹤壁,2010,10026
鹤壁,2011,10047
鹤壁,2012,9492
鹤壁,2013,9266
鹤壁,2014,8474
鹤壁,2015,7637
鹤壁,2016,8452
鹤壁,2017,9432
鹤壁,2018,10074
鹤壁,2019,11044
鹤壁,2020,12187
鹤壁,2021,12368
鹤壁,2022,11721
鹤壁,2023,10784
鹤壁,2024,10180
黄冈,2005,4152
黄冈,2006,4729
黄冈,2007,5520
黄冈,2008,5370
黄冈,2009,6570
黄冈,2010,7449
黄冈,2011,8099
黄冈,2012,8438
黄冈,2013,10381
黄冈,2014,10373
黄冈,2015,10064
黄冈,2016,12025
黄冈,2017,12929
黄冈,2018,12786
黄冈,2019,13172
黄冈,2020,14019
黄冈,2021,14404
黄冈,2022,13146
黄冈,2023,11335
黄冈,2024,10273
黄山,2005,6772
黄山,2006,7563
黄山,2007,8843
黄山,2008,7921
黄山,2009,8333
黄山,2010,9032
黄山,2011,9230
黄山,2012,8672
黄山,2013,8760
黄山,2014,7812
黄山,2015,7771
黄山,2016,9721
黄山,2017,10852
黄山,2018,11558
黄山,2019,13184
黄山,2020,15074
黄山,2021,16113
黄山,2022,16625
黄山,2023,15124
黄山,2024,13561
黄石,2005,5145
黄石,2006,5868
黄石,2007,7211
黄石,2008,6697
黄石,2009,7899
黄石,2010,9115
黄石,2011,9930
黄石,2012,10068
黄石,2013,11359
黄石,2014,10526
黄石,2015,9902
黄石,2016,11600
黄石,2017,12760
黄石,2018,13235
黄石,2019,14749
黄石,2020,17525
黄石,2021,18729
黄石,2022,16417
黄石,2023,14026
黄石,2024,12396
齐齐哈尔,2005,4445
齐齐哈尔,2006,5105
齐齐哈尔,2007,6147
齐齐哈尔,2008,5789
齐齐哈尔,2009,6929
齐齐哈尔,2010,8154
齐齐哈尔,2011,8803
齐齐哈尔,2012,8726
齐齐哈尔,2013,9864
齐齐哈尔,2014,8964
齐齐哈尔,2015,8468
齐齐哈尔,2016,9797
齐齐哈尔,2017,11661
齐齐哈尔,2018,12870
齐齐哈尔,2019,14209
齐齐哈尔,2020,15164
齐齐哈尔,2021,14977
齐齐哈尔,2022,13306
齐齐哈尔,2023,11819
齐齐哈尔,2024,10983
龙岩,2005,4241
龙岩,2006,4527
龙岩,2007,5442
龙岩,2008,4724
龙岩,2009,5542
龙岩,2010,6180
龙岩,2011,6477
龙岩,2012,6372
龙岩,2013,6996
龙岩,2014,6879
龙岩,2015,7248
龙岩,2016,9610
龙岩,2017,11197
龙岩,2018,12021
龙岩,2019,13316
龙岩,2020,13943
龙岩,2021,13363
龙岩,2022,12064
龙岩,2023,10883
龙岩,2024,9996
